"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"19.01.2017 01:00 - 19.01.2017 02:00","27926","27519"
"19.01.2017 02:00 - 19.01.2017 03:00","26806","26547"
"19.01.2017 03:00 - 19.01.2017 04:00","26464","26224"
"19.01.2017 04:00 - 19.01.2017 05:00","26670","26536"
"19.01.2017 05:00 - 19.01.2017 06:00","28291","28373"
"19.01.2017 06:00 - 19.01.2017 07:00","33708","33975"
"19.01.2017 07:00 - 19.01.2017 08:00","41251","40947"
"19.01.2017 08:00 - 19.01.2017 09:00","46016","46131"
"19.01.2017 09:00 - 19.01.2017 10:00","48630","48363"
"19.01.2017 10:00 - 19.01.2017 11:00","48863","48240"
"19.01.2017 11:00 - 19.01.2017 12:00","47820","47519"
"19.01.2017 12:00 - 19.01.2017 13:00","44319","44853"
"19.01.2017 13:00 - 19.01.2017 14:00","43313","44590"
"19.01.2017 14:00 - 19.01.2017 15:00","44570","45189"
"19.01.2017 15:00 - 19.01.2017 16:00","45934","45304"
"19.01.2017 16:00 - 19.01.2017 17:00","46312","45645"
"19.01.2017 17:00 - 19.01.2017 18:00","49161","47861"
"19.01.2017 18:00 - 19.01.2017 19:00","48894","47993"
"19.01.2017 19:00 - 19.01.2017 20:00","47567","46787"
"19.01.2017 20:00 - 19.01.2017 21:00","44968","43812"
"19.01.2017 21:00 - 19.01.2017 22:00","41429","40439"
"19.01.2017 22:00 - 19.01.2017 23:00","37097","36244"
"19.01.2017 23:00 - 20.01.2017 00:00","32716","32422"
"20.01.2017 00:00 - 20.01.2017 01:00","29726","29379"
"20.01.2017 01:00 - 20.01.2017 02:00","27672","27477"
"20.01.2017 02:00 - 20.01.2017 03:00","26523","26351"
"20.01.2017 03:00 - 20.01.2017 04:00","26146","26082"
"20.01.2017 04:00 - 20.01.2017 05:00","26284","26529"
"20.01.2017 05:00 - 20.01.2017 06:00","27868","28403"
"20.01.2017 06:00 - 20.01.2017 07:00","32790","34049"
"20.01.2017 07:00 - 20.01.2017 08:00","39594","41210"
"20.01.2017 08:00 - 20.01.2017 09:00","44767","45924"
"20.01.2017 09:00 - 20.01.2017 10:00","47194","48045"
"20.01.2017 10:00 - 20.01.2017 11:00","47103","47643"
"20.01.2017 11:00 - 20.01.2017 12:00","46461","46968"
"20.01.2017 12:00 - 20.01.2017 13:00","44261","44066"
"20.01.2017 13:00 - 20.01.2017 14:00","43672","43125"
"20.01.2017 14:00 - 20.01.2017 15:00","43752","44216"
"20.01.2017 15:00 - 20.01.2017 16:00","43972","44048"
"20.01.2017 16:00 - 20.01.2017 17:00","44339","44608"
"20.01.2017 17:00 - 20.01.2017 18:00","46823","47143"
"20.01.2017 18:00 - 20.01.2017 19:00","47727","47804"
"20.01.2017 19:00 - 20.01.2017 20:00","46862","46366"
"20.01.2017 20:00 - 20.01.2017 21:00","43880","43192"
"20.01.2017 21:00 - 20.01.2017 22:00","40211","39748"
"20.01.2017 22:00 - 20.01.2017 23:00","36197","35457"
"20.01.2017 23:00 - 21.01.2017 00:00","32315","32182"
"21.01.2017 00:00 - 21.01.2017 01:00","29718","29120"
"21.01.2017 01:00 - 21.01.2017 02:00","27450","26963"
"21.01.2017 02:00 - 21.01.2017 03:00","26029","25660"
"21.01.2017 03:00 - 21.01.2017 04:00","25422","25199"
"21.01.2017 04:00 - 21.01.2017 05:00","25464","25344"
"21.01.2017 05:00 - 21.01.2017 06:00","25903","26064"
"21.01.2017 06:00 - 21.01.2017 07:00","28261","28857"
"21.01.2017 07:00 - 21.01.2017 08:00","32251","32403"
"21.01.2017 08:00 - 21.01.2017 09:00","35290","35698"
"21.01.2017 09:00 - 21.01.2017 10:00","38118","38072"
"21.01.2017 10:00 - 21.01.2017 11:00","38376","38319"
"21.01.2017 11:00 - 21.01.2017 12:00","37042","36862"
"21.01.2017 12:00 - 21.01.2017 13:00","35117","35103"
"21.01.2017 13:00 - 21.01.2017 14:00","33102","33651"
"21.01.2017 14:00 - 21.01.2017 15:00","32884","33101"
"21.01.2017 15:00 - 21.01.2017 16:00","32765","32703"
"21.01.2017 16:00 - 21.01.2017 17:00","33230","33572"
"21.01.2017 17:00 - 21.01.2017 18:00","36322","37044"
"21.01.2017 18:00 - 21.01.2017 19:00","39347","39083"
"21.01.2017 19:00 - 21.01.2017 20:00","39537","38892"
"21.01.2017 20:00 - 21.01.2017 21:00","37446","36648"
"21.01.2017 21:00 - 21.01.2017 22:00","34690","33918"
"21.01.2017 22:00 - 21.01.2017 23:00","32188","31148"
"21.01.2017 23:00 - 22.01.2017 00:00","29272","28587"
"22.01.2017 00:00 - 22.01.2017 01:00","26549","26177"
"22.01.2017 01:00 - 22.01.2017 02:00","24345","24176"
"22.01.2017 02:00 - 22.01.2017 03:00","22889","22815"
"22.01.2017 03:00 - 22.01.2017 04:00","22271","22293"
"22.01.2017 04:00 - 22.01.2017 05:00","22124","22297"
"22.01.2017 05:00 - 22.01.2017 06:00","22509","22756"
"22.01.2017 06:00 - 22.01.2017 07:00","23740","24037"
"22.01.2017 07:00 - 22.01.2017 08:00","25022","25272"
"22.01.2017 08:00 - 22.01.2017 09:00","26814","27161"
"22.01.2017 09:00 - 22.01.2017 10:00","29789","29704"
"22.01.2017 10:00 - 22.01.2017 11:00","31863","31176"
"22.01.2017 11:00 - 22.01.2017 12:00","32367","31404"
"22.01.2017 12:00 - 22.01.2017 13:00","32247","31136"
"22.01.2017 13:00 - 22.01.2017 14:00","30190","29008"
"22.01.2017 14:00 - 22.01.2017 15:00","29237","28148"
"22.01.2017 15:00 - 22.01.2017 16:00","28942","28191"
"22.01.2017 16:00 - 22.01.2017 17:00","29036","29176"
"22.01.2017 17:00 - 22.01.2017 18:00","31626","32392"
"22.01.2017 18:00 - 22.01.2017 19:00","34911","34736"
"22.01.2017 19:00 - 22.01.2017 20:00","35820","35324"
"22.01.2017 20:00 - 22.01.2017 21:00","35210","34357"
"22.01.2017 21:00 - 22.01.2017 22:00","33543","32394"
"22.01.2017 22:00 - 22.01.2017 23:00","30665","29983"
"22.01.2017 23:00 - 23.01.2017 00:00","27641","27094"
"23.01.2017 00:00 - 23.01.2017 01:00","25158","24688"
"23.01.2017 01:00 - 23.01.2017 02:00","23299","23058"
"23.01.2017 02:00 - 23.01.2017 03:00","22379","22341"
"23.01.2017 03:00 - 23.01.2017 04:00","22178","22199"
"23.01.2017 04:00 - 23.01.2017 05:00","22753","22747"
"23.01.2017 05:00 - 23.01.2017 06:00","24921","24919"
"23.01.2017 06:00 - 23.01.2017 07:00","31106","31443"
"23.01.2017 07:00 - 23.01.2017 08:00","39079","38903"
"23.01.2017 08:00 - 23.01.2017 09:00","43902","44013"
"23.01.2017 09:00 - 23.01.2017 10:00","45929","45976"
"23.01.2017 10:00 - 23.01.2017 11:00","47386","45707"
"23.01.2017 11:00 - 23.01.2017 12:00","46864","45385"
"23.01.2017 12:00 - 23.01.2017 13:00","44439","42625"
"23.01.2017 13:00 - 23.01.2017 14:00","44298","42071"
"23.01.2017 14:00 - 23.01.2017 15:00","45012","43333"
"23.01.2017 15:00 - 23.01.2017 16:00","44761","43990"
"23.01.2017 16:00 - 23.01.2017 17:00","44792","45257"
"23.01.2017 17:00 - 23.01.2017 18:00","45813","47286"
"23.01.2017 18:00 - 23.01.2017 19:00","47316","47195"
"23.01.2017 19:00 - 23.01.2017 20:00","46254","45714"
"23.01.2017 20:00 - 23.01.2017 21:00","43891","43035"
"23.01.2017 21:00 - 23.01.2017 22:00","40981","39657"
"23.01.2017 22:00 - 23.01.2017 23:00","36724","35079"
"23.01.2017 23:00 - 24.01.2017 00:00","32836","31556"
"24.01.2017 00:00 - 24.01.2017 01:00","29769","28543"
"24.01.2017 01:00 - 24.01.2017 02:00","27847","26822"
"24.01.2017 02:00 - 24.01.2017 03:00","26711","25853"
"24.01.2017 03:00 - 24.01.2017 04:00","26189","25630"
"24.01.2017 04:00 - 24.01.2017 05:00","26301","26069"
"24.01.2017 05:00 - 24.01.2017 06:00","27683","27842"
"24.01.2017 06:00 - 24.01.2017 07:00","31975","33665"
"24.01.2017 07:00 - 24.01.2017 08:00","39052","40771"
"24.01.2017 08:00 - 24.01.2017 09:00","44179","45425"
"24.01.2017 09:00 - 24.01.2017 10:00","46381","46827"
"24.01.2017 10:00 - 24.01.2017 11:00","46989","46126"
"24.01.2017 11:00 - 24.01.2017 12:00","46515","45738"
"24.01.2017 12:00 - 24.01.2017 13:00","43379","43436"
"24.01.2017 13:00 - 24.01.2017 14:00","42077","43061"
"24.01.2017 14:00 - 24.01.2017 15:00","42656","43629"
"24.01.2017 15:00 - 24.01.2017 16:00","43485","43968"
"24.01.2017 16:00 - 24.01.2017 17:00","44781","44956"
"24.01.2017 17:00 - 24.01.2017 18:00","46679","46703"
"24.01.2017 18:00 - 24.01.2017 19:00","47690","47039"
"24.01.2017 19:00 - 24.01.2017 20:00","46487","45968"
"24.01.2017 20:00 - 24.01.2017 21:00","44224","43123"
"24.01.2017 21:00 - 24.01.2017 22:00","40907","39475"
"24.01.2017 22:00 - 24.01.2017 23:00","37274","35657"
"24.01.2017 23:00 - 25.01.2017 00:00","33210","32049"
"25.01.2017 00:00 - 25.01.2017 01:00","28892","28905"
"25.01.2017 01:00 - 25.01.2017 02:00","27068","27267"
"25.01.2017 02:00 - 25.01.2017 03:00","26053","26195"
"25.01.2017 03:00 - 25.01.2017 04:00","25689","25758"
"25.01.2017 04:00 - 25.01.2017 05:00","25984","26214"
"25.01.2017 05:00 - 25.01.2017 06:00","27674","28002"
"25.01.2017 06:00 - 25.01.2017 07:00","32691","34085"
"25.01.2017 07:00 - 25.01.2017 08:00","39895","40985"
"25.01.2017 08:00 - 25.01.2017 09:00","44970","45567"
"25.01.2017 09:00 - 25.01.2017 10:00","47076","47124"
"25.01.2017 10:00 - 25.01.2017 11:00","46640","46546"
"25.01.2017 11:00 - 25.01.2017 12:00","46200","45708"
"25.01.2017 12:00 - 25.01.2017 13:00","43604","42847"
"25.01.2017 13:00 - 25.01.2017 14:00","42299","41974"
"25.01.2017 14:00 - 25.01.2017 15:00","42870","43308"
"25.01.2017 15:00 - 25.01.2017 16:00","43480","43679"
"25.01.2017 16:00 - 25.01.2017 17:00","44342","44497"
"25.01.2017 17:00 - 25.01.2017 18:00","46549","46677"
"25.01.2017 18:00 - 25.01.2017 19:00","47502","47474"
"25.01.2017 19:00 - 25.01.2017 20:00","46167","46099"
"25.01.2017 20:00 - 25.01.2017 21:00","43522","43595"
"25.01.2017 21:00 - 25.01.2017 22:00","40093","39935"
"25.01.2017 22:00 - 25.01.2017 23:00","35777","36007"
"25.01.2017 23:00 - 26.01.2017 00:00","31802","32199"
"26.01.2017 00:00 - 26.01.2017 01:00","28870","29096"
"26.01.2017 01:00 - 26.01.2017 02:00","27275","27393"
"26.01.2017 02:00 - 26.01.2017 03:00","26289","26445"
"26.01.2017 03:00 - 26.01.2017 04:00","25825","26111"
"26.01.2017 04:00 - 26.01.2017 05:00","26251","26456"
"26.01.2017 05:00 - 26.01.2017 06:00","27918","28284"
"26.01.2017 06:00 - 26.01.2017 07:00","33843","34101"
"26.01.2017 07:00 - 26.01.2017 08:00","40769","41184"
"26.01.2017 08:00 - 26.01.2017 09:00","45472","45474"
"26.01.2017 09:00 - 26.01.2017 10:00","46954","46996"
"26.01.2017 10:00 - 26.01.2017 11:00","46603","46202"
"26.01.2017 11:00 - 26.01.2017 12:00","45733","45285"
"26.01.2017 12:00 - 26.01.2017 13:00","43165","42580"
"26.01.2017 13:00 - 26.01.2017 14:00","41636","42031"
"26.01.2017 14:00 - 26.01.2017 15:00","42952","43492"
"26.01.2017 15:00 - 26.01.2017 16:00","43286","44144"
"26.01.2017 16:00 - 26.01.2017 17:00","43683","44877"
"26.01.2017 17:00 - 26.01.2017 18:00","45593","46779"
"26.01.2017 18:00 - 26.01.2017 19:00","47084","47623"
"26.01.2017 19:00 - 26.01.2017 20:00","46203","46522"
"26.01.2017 20:00 - 26.01.2017 21:00","43294","43440"
"26.01.2017 21:00 - 26.01.2017 22:00","39841","40048"
"26.01.2017 22:00 - 26.01.2017 23:00","36010","35629"
"26.01.2017 23:00 - 27.01.2017 00:00","32307","32010"
"27.01.2017 00:00 - 27.01.2017 01:00","29369","29279"
"27.01.2017 01:00 - 27.01.2017 02:00","27571","27315"
"27.01.2017 02:00 - 27.01.2017 03:00","26451","26320"
"27.01.2017 03:00 - 27.01.2017 04:00","26090","26159"
"27.01.2017 04:00 - 27.01.2017 05:00","26251","26443"
"27.01.2017 05:00 - 27.01.2017 06:00","27890","28466"
"27.01.2017 06:00 - 27.01.2017 07:00","33079","34284"
"27.01.2017 07:00 - 27.01.2017 08:00","40158","40806"
"27.01.2017 08:00 - 27.01.2017 09:00","44679","45189"
"27.01.2017 09:00 - 27.01.2017 10:00","46362","46889"
"27.01.2017 10:00 - 27.01.2017 11:00","45590","46314"
"27.01.2017 11:00 - 27.01.2017 12:00","44653","45327"
"27.01.2017 12:00 - 27.01.2017 13:00","42540","42650"
"27.01.2017 13:00 - 27.01.2017 14:00","41613","41807"
"27.01.2017 14:00 - 27.01.2017 15:00","42321","42818"
"27.01.2017 15:00 - 27.01.2017 16:00","42847","43425"
"27.01.2017 16:00 - 27.01.2017 17:00","43188","43920"
"27.01.2017 17:00 - 27.01.2017 18:00","45188","45916"
"27.01.2017 18:00 - 27.01.2017 19:00","46668","47029"
"27.01.2017 19:00 - 27.01.2017 20:00","46091","45837"
"27.01.2017 20:00 - 27.01.2017 21:00","43648","42618"
"27.01.2017 21:00 - 27.01.2017 22:00","40073","39097"
"27.01.2017 22:00 - 27.01.2017 23:00","36341","35245"
"27.01.2017 23:00 - 28.01.2017 00:00","32491","31763"
"28.01.2017 00:00 - 28.01.2017 01:00","29720","28825"
"28.01.2017 01:00 - 28.01.2017 02:00","27377","26859"
"28.01.2017 02:00 - 28.01.2017 03:00","26009","25654"
"28.01.2017 03:00 - 28.01.2017 04:00","25548","25185"
"28.01.2017 04:00 - 28.01.2017 05:00","25444","25291"
"28.01.2017 05:00 - 28.01.2017 06:00","26045","26020"
"28.01.2017 06:00 - 28.01.2017 07:00","28487","28666"
"28.01.2017 07:00 - 28.01.2017 08:00","32585","32268"
"28.01.2017 08:00 - 28.01.2017 09:00","35617","34963"
"28.01.2017 09:00 - 28.01.2017 10:00","38326","36735"
"28.01.2017 10:00 - 28.01.2017 11:00","38482","36948"
"28.01.2017 11:00 - 28.01.2017 12:00","36956","35752"
"28.01.2017 12:00 - 28.01.2017 13:00","35054","33950"
"28.01.2017 13:00 - 28.01.2017 14:00","33260","32052"
"28.01.2017 14:00 - 28.01.2017 15:00","32636","31825"
"28.01.2017 15:00 - 28.01.2017 16:00","32725","32352"
"28.01.2017 16:00 - 28.01.2017 17:00","33404","33398"
"28.01.2017 17:00 - 28.01.2017 18:00","35702","36240"
"28.01.2017 18:00 - 28.01.2017 19:00","39254","38530"
"28.01.2017 19:00 - 28.01.2017 20:00","39771","38518"
"28.01.2017 20:00 - 28.01.2017 21:00","37743","36070"
"28.01.2017 21:00 - 28.01.2017 22:00","34892","33397"
"28.01.2017 22:00 - 28.01.2017 23:00","32161","30741"
"28.01.2017 23:00 - 29.01.2017 00:00","29278","28300"
"29.01.2017 00:00 - 29.01.2017 01:00","26009","25844"
"29.01.2017 01:00 - 29.01.2017 02:00","24124","23883"
"29.01.2017 02:00 - 29.01.2017 03:00","22849","22692"
"29.01.2017 03:00 - 29.01.2017 04:00","22132","22184"
"29.01.2017 04:00 - 29.01.2017 05:00","22046","22000"
"29.01.2017 05:00 - 29.01.2017 06:00","22487","22398"
"29.01.2017 06:00 - 29.01.2017 07:00","23608","23772"
"29.01.2017 07:00 - 29.01.2017 08:00","24794","24800"
"29.01.2017 08:00 - 29.01.2017 09:00","26304","26872"
"29.01.2017 09:00 - 29.01.2017 10:00","29053","29428"
"29.01.2017 10:00 - 29.01.2017 11:00","30738","30187"
"29.01.2017 11:00 - 29.01.2017 12:00","30863","30142"
"29.01.2017 12:00 - 29.01.2017 13:00","29830","29641"
"29.01.2017 13:00 - 29.01.2017 14:00","28004","27787"
"29.01.2017 14:00 - 29.01.2017 15:00","27191","27619"
"29.01.2017 15:00 - 29.01.2017 16:00","27421","27636"
"29.01.2017 16:00 - 29.01.2017 17:00","27756","28075"
"29.01.2017 17:00 - 29.01.2017 18:00","31071","31354"
"29.01.2017 18:00 - 29.01.2017 19:00","34702","34315"
"29.01.2017 19:00 - 29.01.2017 20:00","35543","35042"
"29.01.2017 20:00 - 29.01.2017 21:00","34688","34304"
"29.01.2017 21:00 - 29.01.2017 22:00","32866","32393"
"29.01.2017 22:00 - 29.01.2017 23:00","30473","29840"
"29.01.2017 23:00 - 30.01.2017 00:00","27339","27074"
"30.01.2017 00:00 - 30.01.2017 01:00","24655","24439"
"30.01.2017 01:00 - 30.01.2017 02:00","22976","22688"
"30.01.2017 02:00 - 30.01.2017 03:00","22243","22056"
"30.01.2017 03:00 - 30.01.2017 04:00","22152","21960"
"30.01.2017 04:00 - 30.01.2017 05:00","22647","22534"
"30.01.2017 05:00 - 30.01.2017 06:00","24863","24869"
"30.01.2017 06:00 - 30.01.2017 07:00","31034","31505"
"30.01.2017 07:00 - 30.01.2017 08:00","38378","38433"
"30.01.2017 08:00 - 30.01.2017 09:00","43809","43655"
"30.01.2017 09:00 - 30.01.2017 10:00","45865","45458"
"30.01.2017 10:00 - 30.01.2017 11:00","45428","44771"
"30.01.2017 11:00 - 30.01.2017 12:00","44399","43873"
"30.01.2017 12:00 - 30.01.2017 13:00","42166","41119"
"30.01.2017 13:00 - 30.01.2017 14:00","41130","40967"
"30.01.2017 14:00 - 30.01.2017 15:00","42480","42258"
"30.01.2017 15:00 - 30.01.2017 16:00","43542","43042"
"30.01.2017 16:00 - 30.01.2017 17:00","44165","44137"
"30.01.2017 17:00 - 30.01.2017 18:00","45772","45797"
"30.01.2017 18:00 - 30.01.2017 19:00","47312","46654"
"30.01.2017 19:00 - 30.01.2017 20:00","46269","45148"
"30.01.2017 20:00 - 30.01.2017 21:00","43543","42588"
"30.01.2017 21:00 - 30.01.2017 22:00","40137","39077"
"30.01.2017 22:00 - 30.01.2017 23:00","35995","34824"
"30.01.2017 23:00 - 31.01.2017 00:00","32153","31369"
"31.01.2017 00:00 - 31.01.2017 01:00","29034","28401"
"31.01.2017 01:00 - 31.01.2017 02:00","26906","26636"
"31.01.2017 02:00 - 31.01.2017 03:00","25941","25660"
"31.01.2017 03:00 - 31.01.2017 04:00","25649","25455"
"31.01.2017 04:00 - 31.01.2017 05:00","25926","25819"
"31.01.2017 05:00 - 31.01.2017 06:00","27445","27808"
"31.01.2017 06:00 - 31.01.2017 07:00","32884","33731"
"31.01.2017 07:00 - 31.01.2017 08:00","40083","40505"
"31.01.2017 08:00 - 31.01.2017 09:00","44982","45201"
"31.01.2017 09:00 - 31.01.2017 10:00","47129","46754"
"31.01.2017 10:00 - 31.01.2017 11:00","46328","46339"
"31.01.2017 11:00 - 31.01.2017 12:00","45344","45892"
"31.01.2017 12:00 - 31.01.2017 13:00","42198","43664"
"31.01.2017 13:00 - 31.01.2017 14:00","41093","43407"
"31.01.2017 14:00 - 31.01.2017 15:00","42790","44607"
"31.01.2017 15:00 - 31.01.2017 16:00","43960","45471"
"31.01.2017 16:00 - 31.01.2017 17:00","44355","45785"
"31.01.2017 17:00 - 31.01.2017 18:00","45394","46869"
"31.01.2017 18:00 - 31.01.2017 19:00","46990","47332"
"31.01.2017 19:00 - 31.01.2017 20:00","46553","46250"
"31.01.2017 20:00 - 31.01.2017 21:00","44341","43336"
"31.01.2017 21:00 - 31.01.2017 22:00","40679","40107"
"31.01.2017 22:00 - 31.01.2017 23:00","36448","35863"
"31.01.2017 23:00 - 01.02.2017 00:00","32635","32127"
"01.02.2017 00:00 - 01.02.2017 01:00","28290","29010"
"01.02.2017 01:00 - 01.02.2017 02:00","26477","27160"
"01.02.2017 02:00 - 01.02.2017 03:00","25467","26295"
"01.02.2017 03:00 - 01.02.2017 04:00","25353","25851"
"01.02.2017 04:00 - 01.02.2017 05:00","25769","26264"
"01.02.2017 05:00 - 01.02.2017 06:00","27707","28082"
"01.02.2017 06:00 - 01.02.2017 07:00","33006","33658"
"01.02.2017 07:00 - 01.02.2017 08:00","39698","40242"
"01.02.2017 08:00 - 01.02.2017 09:00","44469","44983"
"01.02.2017 09:00 - 01.02.2017 10:00","46593","46486"
"01.02.2017 10:00 - 01.02.2017 11:00","46335","46011"
"01.02.2017 11:00 - 01.02.2017 12:00","45778","45769"
"01.02.2017 12:00 - 01.02.2017 13:00","43783","42907"
"01.02.2017 13:00 - 01.02.2017 14:00","42729","42533"
"01.02.2017 14:00 - 01.02.2017 15:00","43488","44108"
"01.02.2017 15:00 - 01.02.2017 16:00","43768","44489"
"01.02.2017 16:00 - 01.02.2017 17:00","44376","44827"
"01.02.2017 17:00 - 01.02.2017 18:00","45406","46340"
"01.02.2017 18:00 - 01.02.2017 19:00","46585","46913"
"01.02.2017 19:00 - 01.02.2017 20:00","46106","45681"
"01.02.2017 20:00 - 01.02.2017 21:00","43142","42630"
"01.02.2017 21:00 - 01.02.2017 22:00","39894","39378"
"01.02.2017 22:00 - 01.02.2017 23:00","35906","35243"
"01.02.2017 23:00 - 02.02.2017 00:00","32167","31554"
"02.02.2017 00:00 - 02.02.2017 01:00","28686","28658"
"02.02.2017 01:00 - 02.02.2017 02:00","26922","26977"
"02.02.2017 02:00 - 02.02.2017 03:00","26045","26112"
"02.02.2017 03:00 - 02.02.2017 04:00","25705","25802"
"02.02.2017 04:00 - 02.02.2017 05:00","26079","26060"
"02.02.2017 05:00 - 02.02.2017 06:00","28099","27990"
"02.02.2017 06:00 - 02.02.2017 07:00","33049","33751"
"02.02.2017 07:00 - 02.02.2017 08:00","39464","40141"
"02.02.2017 08:00 - 02.02.2017 09:00","44271","44716"
"02.02.2017 09:00 - 02.02.2017 10:00","45978","46369"
"02.02.2017 10:00 - 02.02.2017 11:00","45567","46382"
"02.02.2017 11:00 - 02.02.2017 12:00","44923","45941"
"02.02.2017 12:00 - 02.02.2017 13:00","42556","43608"
"02.02.2017 13:00 - 02.02.2017 14:00","41942","43133"
"02.02.2017 14:00 - 02.02.2017 15:00","43526","44152"
"02.02.2017 15:00 - 02.02.2017 16:00","44564","44805"
"02.02.2017 16:00 - 02.02.2017 17:00","44615","45529"
"02.02.2017 17:00 - 02.02.2017 18:00","45473","46575"
"02.02.2017 18:00 - 02.02.2017 19:00","47636","46883"
"02.02.2017 19:00 - 02.02.2017 20:00","46710","45484"
"02.02.2017 20:00 - 02.02.2017 21:00","43837","42634"
"02.02.2017 21:00 - 02.02.2017 22:00","40634","38970"
"02.02.2017 22:00 - 02.02.2017 23:00","36255","34867"
"02.02.2017 23:00 - 03.02.2017 00:00","32268","31422"
"03.02.2017 00:00 - 03.02.2017 01:00","28931","28410"
"03.02.2017 01:00 - 03.02.2017 02:00","27255","26776"
"03.02.2017 02:00 - 03.02.2017 03:00","26125","25888"
"03.02.2017 03:00 - 03.02.2017 04:00","25802","25701"
"03.02.2017 04:00 - 03.02.2017 05:00","25718","25984"
"03.02.2017 05:00 - 03.02.2017 06:00","27369","27869"
"03.02.2017 06:00 - 03.02.2017 07:00","32485","33240"
"03.02.2017 07:00 - 03.02.2017 08:00","38730","39556"
"03.02.2017 08:00 - 03.02.2017 09:00","43280","44110"
"03.02.2017 09:00 - 03.02.2017 10:00","45626","45928"
"03.02.2017 10:00 - 03.02.2017 11:00","45722","45751"
"03.02.2017 11:00 - 03.02.2017 12:00","45244","45816"
"03.02.2017 12:00 - 03.02.2017 13:00","42928","42924"
"03.02.2017 13:00 - 03.02.2017 14:00","41799","41968"
"03.02.2017 14:00 - 03.02.2017 15:00","42534","42887"
"03.02.2017 15:00 - 03.02.2017 16:00","43109","42909"
"03.02.2017 16:00 - 03.02.2017 17:00","43192","43110"
"03.02.2017 17:00 - 03.02.2017 18:00","44196","44637"
"03.02.2017 18:00 - 03.02.2017 19:00","46093","45498"
"03.02.2017 19:00 - 03.02.2017 20:00","45509","44344"
"03.02.2017 20:00 - 03.02.2017 21:00","42714","41546"
"03.02.2017 21:00 - 03.02.2017 22:00","39575","38227"
"03.02.2017 22:00 - 03.02.2017 23:00","35798","34222"
"03.02.2017 23:00 - 04.02.2017 00:00","32017","31005"
"04.02.2017 00:00 - 04.02.2017 01:00","28290","27890"
"04.02.2017 01:00 - 04.02.2017 02:00","26533","26103"
"04.02.2017 02:00 - 04.02.2017 03:00","25379","25209"
"04.02.2017 03:00 - 04.02.2017 04:00","24953","24792"
"04.02.2017 04:00 - 04.02.2017 05:00","24833","24693"
"04.02.2017 05:00 - 04.02.2017 06:00","25426","25299"
"04.02.2017 06:00 - 04.02.2017 07:00","27704","27775"
"04.02.2017 07:00 - 04.02.2017 08:00","31070","30909"
"04.02.2017 08:00 - 04.02.2017 09:00","33932","33467"
"04.02.2017 09:00 - 04.02.2017 10:00","36395","35607"
"04.02.2017 10:00 - 04.02.2017 11:00","37157","36134"
"04.02.2017 11:00 - 04.02.2017 12:00","36457","35701"
"04.02.2017 12:00 - 04.02.2017 13:00","34829","33805"
"04.02.2017 13:00 - 04.02.2017 14:00","32450","32268"
"04.02.2017 14:00 - 04.02.2017 15:00","31758","31919"
"04.02.2017 15:00 - 04.02.2017 16:00","31805","31883"
